Trip Name,Comment Question Verbatim (On Worksheet),Rating
Canadian Maritimes and Newfoundland,"Great itinerary, service, educational presentations, and other guests. In-depth exposure to the broad history of the region via visits to a wide variety of sights.  Also learning about the current culture of the area especially through music. The ship was great. Good itinerary, good talks by most of the naturalists. The ship, crew and staff were all excellent.  The food was excellent.  I have a medical condition and the staff made accomodations for me. I enjoyed the excursions that I went on.  The travel arrangements  by Lindblad were done well and I experienced no issues. A real understanding of the history, the culture, the people and the geology. Much of this was brought alive by Jacob our MusicMan which was a big highlight of the trip. Live music performances, as well as spontaneous outbreaks of music with the locals. Brought the Maritimes to life. Food, crew, places visited, lectures, laundry service, live music. great itinerary, staff collegial, some good out trips enthusiasm of expedition director Michael Jackson, Magdaleina and other area specialists, great ships crewfrom maids to servers, #NAME? Everythingthe staff, the food, the accommodations, the excursions, the presentations Excellent staff and good food Experts knowledgeable and excellent service in all respects Wonderful crew and staff.  Service personnel and trip leaders and their professional colleagues were all helpful, knowledgeable, friendly, fun, accommodating. A fabulous itinerary exploring varied cultures past and present, with learning and entertainment opportunities and options on board and on shore. A well-designed and luxurious ship with many areas to lounge, relax, snack, drink, socialize, read, exercise. Excellent in-room TV viewing options. Food--tasty, varied, portions just right. Liked having a doctor aboard. On this trip we were quarantined for COVID. It was good to know a doctor was on board. Food and portion control. Cleanliness of everything. Experience of guides and scientists aboard. All of our service confined to our cabin was outstanding. Ship, Staff, Crew, Meals, Room, Iles de la Madeleine, Gros Morne, Red Bay, L'Anse aux Meadows, zodiac/kayaking days The ship feels like home.  The decor is pleasant and the hotel-type services are well managed",4.375
Circumnavigation of Iceland,"All of the options for each day's adventures. The knowledge and enthusiasm of the staff. The friendly and professionalism of the crew, and the natural beauty of the area and local culture. All was excellent The Explorer staff were excellent and most helpful.
The Professional Staff were well prepared, informative and courteous I liked the diversity of excursions offered throughout from cultural and archaeological to geologic and biological. I also appreciated that there were differing fitness levels indicated for different trips. I learned a lot from Dennis (the lichen guy) and the Irish bird guy. The staff were superb, with special thanks to Jim, Dennis, Pelar, Andreas. Anders was kind to us when we most appreciated it. The locations were well selected and interesting. Tour guides did good jobs. The ship was comfortable. Iceland is beautiful. All staff on the Explorer are excellent! Really enjoy time with National Geographic photographers. Some Highlights:
* Museums -- The Herring Museum!!  The Whale Museum & the Museum on Heimaey
*All of day 10 -- getting to Heimaey, going past the rugged islands, entering the harbor.  We took the bus tour and loved it, including a very energetic guide.
* The hike to the waterfall on Day 4, along with the eider farms and the Arctic Terns

Most of the talks were good.  I particularly liked the one from the film director, and was able to watch one of his films on the flight home Staff was excellent both in serving us food and drink and in providing stimulating education. Expedition leaders were both flexible and creative.  Surprisingly roomy cabin. 1) The ship was clean and cleaning/serving staff competent. 2) multiple choices for excursions. 3) good response by doctor and staff when GI bug infected a few 4) the itinerary presented when we booked 5) daily recaps Excellent naturalists and ship staff; well maintained ship and great experience daily. Customer service is exceptional Good scenery, nice friendly staff, interesting talks Options for excursions 
Cultural talks 
Experts sharing 
Wait staff The knowledge of the naturalist staff, the attentiveness and personalized care we received from the hotel staff, the guest speakers and musical acts, the educational talks, having someone on the ship from Iceland we could learn from, and on and on. It was perfect from top to bottom. Beautiful, interesting country and history Variety of places visited, information gleaned about history, culture, geology, marine biology, etc. Comfort of boat and helpfulness of all staff.",4.466666666666667
Coastal Japan: Imperial Dynasties and Modern Culture,"Itinerary excellent, high quality of presentations, great expedition team, beautiful ship Karen Kasmauski is my favorite NG photographer. Her journalistic expertise and life stories of Japan made her perfect for this trip. She is a real gem of the Lindblad fleet. Laura Fuentes did an amazing job helping me with 3 future cruises.  Captain Heidi is my favorite captain of the Lindblad fleet. Her professional plus personal touch for every passenger is truly appreciated.  She is the perfect ambassador for Lindblad. This is my third cruise with her. The focus on gardens. We enjoyed them all & liked the variety. The overall itinerary was well designed.  Seeing some lesser visited places. The lectures on Japan on board. The send offs at the ports were a wonderful treat. Excellent food & hotel staff (food & rooms)on board were excellent. The Conrad Hotel was great. Andy did a great job of communicating clearly.  The Samurai House (The Family of Nomura) was an unexpected treat.  Having options for many days was appreciated. Staff was great The onboard experts were outstanding as were Andy, Laura and Capt. Heidi - great housekeeping, dining, and service staff. Logistics folks were impressive. The itinerary was unique and very ambitious. The expertise of the guides and speakers.  All of the crew, on board and on expeditions, were most competent. The ship, crew and NatGeo Staff
Captain Heidi is super
Karen was fantastic
Laura is great
Andy is superb as is Cammy Liked visiting: All of the Japanese gardens Also Hiroshima and Nagasaki Peace Parks and museums. Liked seeing Miyajima Itsukushima Shrine island.  
Liked riding on busses and seeing Japan landscape. 
Liked Korea Silla museum and burial mounds.
Evening lectures on-board usually good. Had trouble understanding the Feudal Japan lecture.
Staff on board ship were always cheerful and helpful. VERY quick on doing our laundry. Excellent food, wonderful service staff, beautiful ship A very well planned itinerary with good balance of history, culture.  Good variety of specialist expedition staff that added great insight into Japan (of course, the Expedition Staff is always great!).  Ship was magnificent.  I appreciated having the same ground staff senior reps with us the entire trip - aided in continuity. The new ship operated by Lindblad. The countries visited.",3.5454545454545454
"Coastal New Zealand: A Voyage through Scenic Fjords, Maori History, and Abundant Wildlife","Very comfortable accommodations, good food, fun experiences, exceptional staff, naturalist staff went above and beyond to ensure that we both had a wonderful journey Great ship with great service, food, crew, care of passengers, very nice and helpful guides and NatGeo photographer. Very fine open bridge policy. 
Very good itinerary. Good expedition botanist and local history guide. Good M?ori cultural guide. Cetacean guides were good.",4.5
Columbia and Snake Rivers Journey,"Great staff, great food, well-planned side trips. The excursion were wonderful!  Each day was beautifully curated, and although I was always busy, I never felt rushed.  Excursion leaders/naturalists were great! Food was fabulous. Dining room attendants very attentive. Room steward let adjustments I made remain. Photography class was wonderful. The camaraderie of the passengers and crew (including the naturalists), the relaxed and thoughtful manner on the ship, the itinerary, the food.  Everything. Food was excellent Efficient boarding, disembarking on tours and daily trips, and final exit. Cheerful and helpful staff and crew. Photography class and Avian Conservation lecture. Loved the naturalists and learning about Lewis and Clark and the challenges for the salmon in the river. Staff was great, scientists were very knowledgeable, food was excellent, scenery even better Excellent guides with high degree of knowledge of the tour subjects, including history, natural history and geology.  Also extremely competent crew and staff of the  boat. Having staff that are knowledgeable
about the area. Food (except for first night), Patrick MacQuarrie, Professor Resh, staff was wonderful, history of Lewis and Clark, learning about the dams and going through the locks. Jet boat was fun. Wine tasting with Dr. Umiker-she was delightful. Lunch at Cragrat Hut was wonderful. Day at the Dalls. Multnomah Falls was nice. Hike on Beacon rock. interaction with crew Jet Boat tour of Snake River ; James Spence/Nez Perce ; Dr. Umiker wine tasting and presentation : Palouse Falls ; Mosier Tunnels Hike ; Lunch at Crag Rat Hut ; Multnomah Falls ; Beacon Rock Hike ; Cape Dosa[[pomt,emt Ship, size of tour group,friendly helpfulness expertise of crew & staff, dining atmosphere & food, extra attention to my food allergy, The food on board was excellent and many/most of the daily excursions were excellent. The itinerary The ship, including hotel and dining eperiences weere top-notch. Several of the expeditions were excellent: Mosier Tunnels, Crow Butte, Palouse Falls, the Zodiac Cruise, and the Jet Boat Cruise.
The presentation by the Nez Perce representative was one of the trip's highlights. Beautiful geology, jet boat ride up the snake river We liked the experts; they were all well informed and enthusiastic about sharing their knowledge.  We also liked the Quest -- best outfitted rooms I've ever seen on a small ship; good food; very friendly and helpful staff. The naturalists were excellent, as usual. EVERYTHING!!!! The itinerary, the expeditions, the NatGeo guides, staff, ships crew, food was amazing, accommodations were perfect (just what we expected). The ship was so fun and intimate due to the amount of the passengers onboard, we really loved getting to know everybody in a relaxed and adventurous atmosphere! We were treated so kindly and special from all staff, we couldn't thank them enough. This was our first cruise, we were spoiled, and we can't think of traveling with anybody else! information gained from experts Quality naturalists The best experience was the jet boat trip up the snake river followed by the dams and their locks This was are first experience with NatGeo.  We were very impressed with with the courtesy and friendly staff, their knowledge of the area, their sense of humor, their willingness to help, and not least, the wonderful food we were served every day of the trip.  We realize that it is not an easy task dealing with the demands of the job, yet working with and greeting 60 some people every day, in every situation,with 
smiles and information.  We definitely will consider another trip with NatGeo Excellent commentary by experts on the trip. Their knowledge and enthusiasm is to be commended. Great secenery, naturalists especially Steve and patrick.  The days with outside activities should be expanded. Small ship. I liked the programs provided by the naturalists. entire staff was incredibly knowledgeable and very enthusiastic when guiding all excursions. extremely accommodating to any and all needs or questions that were posed to them. naturalists, historian and photography specialist were all amazing stores of knowledge! The large number of experts on board the Sea Bird were outstanding (a photography expert, three naturalists and a historian).  The other staff members were all very helpful, friendly and efficient.  This was important because I my mobility is limited (I should say that some passengers were very helpful as well.)   The ship was very clean with adequate cabin space (I was solo). The small boat, not too many people. Naturalists and historians, special speakers, side trips. Young speakers Jesse and Frankie. They were well prepared, extremely knowledgeable, and personable. Accompanied by excellent Naturalist, historian,geologist etc. Knowledgeable and informative lectures, short talks and information all through the day Experienced Naturalists Staff were great. all the naturalists on board Naturalists and historians were fabulous!!! Our group was small, and we got to know almost everyone.  The staff were outgoing and eager to please.  We especially appreciated the accommodation of our facto-vegetarian  diet. Cuisine, service and interpretive guides were excellent. Brian and Patrick were excellent.  The staff was amazingly helpful.  The entire crew was great. The Naturalist's were the highlight of the trip. Very knowledgeable, open to discussion and well-spoken! The presentations were just the right length. Appreciated learning a lot about a variety of topics: history, flora and fauna, challenges in the region, etc.

Food was excellent. The right portion sizes. Never felt we were wasting food.

Rooms were very comfortable and clean.

Service staff were all very nice. Jessie, in particular, took the extra time to learn our names. Excellent staff (all of them),comfortable ship,excellent food,good program Interesting and informative naturalists; service and attention from staff All of the staff and crew are great, but most especially the awesome naturalists - super knowledgeable, kind, helpful and fun. Leaders' knowledge and programs We liked the detailed information on geology, geography, birding, plants, animals, peoples and history.  The talks on geology, birds and photography were especially good. Everything about the trip itself was excellent. The experts, hotel staff, and ship staff were all superb. Excellent staff, knowledgeable, friendly, and helpful; clean facilities; plenty of activities, varied for different fitness levels. My extension activity with Clint Hoiland was a highlight  he was outstanding. Quality of service/staff and speakers #NAME? Terrific staff of naturalists, geologists, historians. Very knowledgeable, approachable, interesting, good sense of humor. Enjoyed the jet boat and zodiac outings, the 'talks' in lounge.  All crew very cheerful. The entire trip was well done. Education about the Lewis and Clark expedition.
Snake river jet boat ride and history.
The knowledge of all the Naturalist on the trip. The information shared by docents was excellent.  The excursions where very good.  Staff was helpful, kind and cheerful.",4.407407407407407
Costa Rica and the Panama Canal,"Everything was excellent:  staff, food, daily activity Small cruise ship only 100 passengers.  VERY friendly and knowledgeable staff.  Plenty to do.  No kids running around!  Creative food and smaller portions.  Evening recaps.  Cocktail hour.  Very clean inside cabin and all around the ship.  Open Bridge. Fitness room nicely equipped.  Doctor available 24/7.  Plenty of staff. This quality of naturalists and photo experts on this particular trip was outstanding.    In addition, the ship staff were, without exception, friendly, kind and helpful.  Everyone worked as a team to ensure out trip went smoothly.  As always, the food is excellent and sourced, pretty much locally.    Captain Paul runs a smooth and efficient operation. The naturalists were excellent.  The crew was capable and helpful.  The itinerary was good.  Panama was interesting -- more so than Costa Rica. We were pleasantly surprised that we were not charged for alcoholic beverages. I loved it all. The guides were wonderful and I loved their talks and walking with them. The staff couldn't have been nicer and more helpful. The degree of organization and attention to detail was impressive. Trip went as advertised.The crew and naturalist staff were exceptional and enthusiastic. Very friendly and available staff.  Several options for daily expeditions.  Well organized.  Accepting and accommodating of children traveling.  Great balance of nature, culture, history.  Naturalist talks at the end of the day were engaging and well thought trough. Informative, educational, interesting! Great crew and wonderful people/guests. I thought that the naturalists and guides were exceptional.  Very knowledgeable and passionate about the wildlife and nature. The crew were very nice and experienced. The ship was very clean. Highly professional, very personable, attentive without hovering.  Excellent service, well run with experienced knowledgeable, enthusiastic personnel. Liked the expertise of the naturalists.
Liked how well organized the days were and how well the schedule was communicated.
Liked the talks -- struck the right balance of conveying information without making it too difficult or too easy.  Presenters were all excellent.
Liked the food and the choices on the menu.
Liked how friendly the entire staff was.
Liked that all expenses were covered in the fee. Good accommodations, food and knowledgeable staff The Panama Canal The staff were very attentive; good was generally good (with exception of some overcooked fish); cabin was nice; Panama Canal transit was spectacular. The expeditions off ship; the food on board; the friendly staff. The processes and protocols are well managed, with most every detail thought out.  The naturalists are well-educated, passionate, and emotionally connected to their landscapes. They are easily approachable even after each journey.  The staff and crew are warm, responsive and professional.  The ""hotel"" is well managed and makes for an enjoyable journey for the guests. The food quality is quite good and the meals are well thought out. Service is reminiscent of a 5-star hotel. Transiting the Panama Canal; experiencing the tropical rainforests Seeing the animals and hearing about them, during walks and zodiac rides, talks about the region's animals and people onboard the ship, and sharing pictures. The opportunity to travel the Panama Canal and learn more about its history and construction. Efficient, knowledgeable, friendly  staff
quarters on board
quality of food The Naturalists.  I was so impressed with their patience with the travelers.  We had several seniors with mobility issues and staff could not have been more accommodating. Its a good look for when we will need the extra help.  The activities were well planned and implemented.
The food and hotel service was excellent.
Information provided before the trip with the cruise portion of the voyage was helpful and complete.
And we enjoyed photo experience with the flora and fauna. The staff and naturalists were generally very good As usual, the naturalists were all outstanding, all with a wealth of knowledge about the flora, fauna and history. Every event went off on time, and there were excellent explanations of how each day would unfold.  The trip through the Canal was the highlight for me, having been on my ""bucket list.""  By far the best Zodiac/Panga ride was an unscheduled trip to a portion of Gatun Lake while the Quest was anchored awaiting release to the Gatun locks. Everything was great Great crew The Panama Canal, snorkeling, kayaking, visit to Hearts of Palm plantation, Zodiac tours The staff was excellent.  We were older passengers and the staff were very concerned about our safety on all of the outings.

The ship staff were very well trained and ""our wish was their command"".

We enjoyed all of the naturalists.  Not only were they very knowledgeable, but also very personable.

The movie and talks before entering the Panama Canal were great.  The Panama Canal was a real high light and filled an item on the ""bucket list"". Typical well-run Lindblad trip, the excursions off the ship were enjoyable and informative, and the expedition leader and her assistant did a superb job 1) The destinations. Each place we visited was interesting and different

2) the extraordinary organization required for all the experiences 

3) the amazing teamwork of the crew and staff 

4) Tamryn helped us with a significant problem in our cabin by upgrading us. Now
Well never want the low grade cabins again

5) the free beer and wine. This is new
Since our last trip on Quest Great staff, well organized, small ship and the Canal! The food, the staff, the planned activities that were so well planned and executed The itinerary, especially liked the southbound route, the complimentary airfare from Miami to Costa Rica, the knowledgeable tour staff The staff from top to bottom was excellent. The food was great and Margrit and the naturalists were fabulous. They were always cheerful and never tired of answering our endless questions.  At one point our toilet broke and the engineer was there immediately and fixed it right away. Really it was well worth the money. cultural day, snorkeling, rainforest hikes professional staff, excellent food and service, attention to small details, personalized options for food and excursions, homey details, morning awakening with a song, felt well cared for. , well paced itinerary, knowledgable naturalists Superb naturalists, healthy food, great organization. The naturalists are the best ! So knowledgeable and helpful. 
Morgan the photographer was wonderful.  My camera broke and she had one I could use and helped me with its quirks. Food. Staff. Accomdations. Passage through the Panama Canal. Good snorkeling, lots of wild life (especially birds and monkeys) I liked the hiking/walking tours in the rain forest.  The naturalist guides were well trained and most of them were very friendly.  The talks before dinner were interesting and the sharing of photos.  The outdoor area of the ship was very nice. Going through the Panama Canal The guides were outstanding--I worked with Frank Simms, the photography instructor, primarily, but all were terrific.  Our underwater specialist, the naturalist Isa ... can't list them all, but the quality was consistently high and the atmosphere among them (and with us) was very collegial and relaxed.  I liked the fact that some of the naturalists joined the guests for meals, as well.  Great way to create deeper bonds.  The guest photo show at the end was a great idea, too. The naturalists, especially that they were nearly all local to Panama or Costa Rica. The food! The library. The terrific staff. We loved everything! The exciting excursions, the attention to safety, the kind staff, the well-appointed boat, the food, the scientific information we learned, the fun! Our room was spacious with plenty of storage, a very good shower and toilet, attractively and cleanly appointed and with the ability to open the door to the outside balcony.  The staff was energetic, professional and fun!  The emphasis on safety was reassuring and confidence building.  The activities were varied in level of ability and well described.  The food was delicious and healthy. The guided hikes. Some were rigorous but all were intensely intimate with the rain forest. The guides were both good teachers and passionate about the ecology. The snorkeling was a success and we had very little previous experience. 
We also liemthe near daily Zodiac rides. Lots of interesting information, knowledgeable experts, good food and accommodations. Loved: the excursions (including zodiac boat rides), almost all the naturalists, all the staff (very friendly, helpful, and hardworking to make our experience special), the food (especially how well they accommodated our dietary restrictions), our room (it was small but well appointed). We want to give special shoutouts to Cesar, Isa, and Jose.  We loved every excursion we went on with them! They were not only knowledgeable but also loved the land and people and it showed in the tours they led. well organized, stellar staff, good food, interesting places to visit, knowledgable guides, adequate accommodations enthusiasm and knowledge of NG guides onboard
courteous and excellent service of experienced staff It was beautiful. People, services , food, General environment Activities and staff excellent I loved the stories that the naturalists told both during talks and other activities. I also loved the food. 
The sugar cane/gold mine  and cacao excursions were amazing! We liked everything about this trip except the tragic accident that killed a guide and put both the trip leader and a passenger in the hospital. Everyone on the ship performed extremely well, but the guide who replaced the trip leader on an emergency basis disserves particular praise. The passengers and crew gave both her and the ship's doctor well-deserved standing ovations at the end of the cruise.",4.321428571428571
Costa Rica and the Panama Canal with Monteverde,"The ship accommodations and crew. Food was awesome. Seeing wildlife; friendly and knowledgeable staff, Panama Canal transit;",4.5
"Costa Rica and the Panama Canal, with Monteverde, Arenal & Tortuguero",Seeing the people and places that we visited.,4.0
"Cruising the Wild Coasts of Argentina, South Georgia, and the Falklands","Shore excursions were well run.  Ships crew and Naturalists were top notch. The Endurance was a very comfortable ship in all respects.  Food was outstanding. The trip was outstanding in so many ways.  The experiences at our many stops, especially South Georgia were as memorable as Antarctica.  The Naturalists and Photography Team were among the very best we've had the privilege of exploring with.  And the crew were wonderful - fun, attentive, interactive, and caring.",5.0
Culture and Cuisine: From Oporto to Basque Country by Sea,"I liked the ports that we visited and loved the ship. The ship was perfect. The crew were superb. The meals were first rate. Great tours and tour guides. The staff was superb. Wonderful ship - NG Resolution
Amazing crew/Lindblad Staff
Enjoyable excursions
Excellent itinerary
Amazing food - Kudos to the Chef! Ship;room;food;tours Shore excursions were generally very good The ship and the crew were excellent The ship was lovely and the staff, Lindblad and National Geographic were great: professional, friendly and accommodating. I enjoyed seeing that area of the world off of your ship. Since it was culture and cuisine, the highlights were the restaurant in Hondarribia, with its great, local food and ambiance; the whole day at Santiago de Compostela, I felt immersed in the history & culture, seeing the church & market,  walking the trail, dining in the historical parador and listening to local music. Ship excellent as was crew and food",4.111111111111111
East Greenland Voyage: Wild Shores of the High Arctic,"The ship, the staff and the crew were exceptional. It was an honor to meet guests Peter Hillary and Jamling Tenzing Norgay and to hear stories of their adventures. Jay Dickman was an amazing photographer. Chef Sara and crew prepared amazing food. We appreciated that laundry service was included with our room.",3.0
Easter Island to Tahiti: Tales of the South Pacific,"The crew of the ship, the naturalists on board, the food were all exceptional Excellent staff on the boat.  Food was very good.  Explora lodge was very nice as was their food. Visits to Rapa Nui and Pitcairn Island, Mangareva, Amanu, and Makatea.

The expeditions staff were knowledgeable, informative, friendly and added a great deal ton.

Enjoyed interacting with the crew. Annette was a great speaker on the archeology of Easter Island, Christina was great.  The expedition leader went all out to give us great experiences.  Going to Amanu and the community singing and dancing there was phenomenal.  Loved the way the experts tried to dine with everyone and allowed us to get to know them.  Everyone really went all out to land us on Henderson Island.  All ship staff were amazingly friendly and helpful. Snorkeling in Tuamotos was excellent. Easter Island was excellent. Staff were excellent. Easter Island. Most of the speakers were knowledgeable and informative. Hotel staff was excelllent",3.8333333333333335
Epic Antarctica Voyage:  The Peninsula to the Ross Sea,"Exceptional itinerary and expedition team.  First class ship.  Excellent food.  Overall: excellent ship, crew expecially captain, food The landscape and wildlife were amazing and exceeded all our expectations. In addition, the ship and crew were outstanding. My wife and I learned a great deal from the knowledgable and very approachable naturalists on the ship. The photographers, Tim, Eric, and Russell were very helpful in our attempts to capture the sights and wildlife with our cameras. Russ, our expedition leader, was unbelievable! He made the trip what it was. This was the trip of our lifetimes. Well organized with excellent expedition leaders, naturalists, and staff I enjoyed the wildlife experiences, especially on the sub-Antarctic islands and the Antarctic penguin colonies.",4.4
Exploring British Columbia and the San Juan Islands,"The wide range of expertise onboard from naturalists to the photo instructor and the National Geographic Expert really stood out to me. We appreciated the opportunity to go on more rigorous hikes. Knowledge of staff. Engaging presentations. The Guides were excellent, accommodation were very nice, the meals were very good. Friendly and professional experts. Enjoyed visiting Victoria and Friday Harbor and seeing some wildlife. Liked the friendliness of dining room staff/ housekeeping staff. Liked the crew in general, from the zodiac drivers, guides and people in charge of kayaks, etc gear. Friendly and helpful. Noticed that the higher the rank, the less friendly/helpful they were. Liked Chris, tour guide in Victoriaexcellent presentation. Liked the San Juans, the scenery and weather. Liked the room/bathroom, for storage /layout- very good. The lounge was great for presentations. View of tv from every angle. The naturalists that accompanied the excursions were superb (of particular note was Patrick Webster).  The staff that ran the ship and the quality of the meals. Ship was comfortable, and crew were friendly, professional, and welcoming.  Naturalists were fantastically informative and deeply knowledgeable about their areas.  Programming was engaging and the entire itinerary felt well-paced: nothing felt hurried but there was always something to do.",4.0
"Exploring Indonesia By Sea: Bali, Raja Ampat And Papua New Guinea","Access to indigenous tribes. 
Snorkeling healthy coral reefs. 
Informational lectures throughout the trip. Knowledgeable National Geographic staff. The ship, staff, boat crew and accommodations staff (hotel and meal) were outstanding. Both the expedition leader and naturalists were outstanding and knowledgeable. The Divemaster and her dive team were the absolute best. I completed my 400th dive on the trip and appreciated their professionalism and knowledge. The service and the food were very good!  Some Nat Geo staff were amazing, some seemed they may have been great at one time, but they no longer had the patience and passion they once did. It came off. I had low expectations, as this was my first cruise as well as my first expedition post-pandemic. The captain and his staff were professional and gracious, the kitchen and housekeeping the same and very personable, and the expedition team knowledgeable and generally available.
I'm glad the expedition was able to adapt and provide a nice balance of culture and nature. My fellows were an eclectic bunch of ages, expedition experience, and a lifetime of knowledge easily shared.",2.75
"Exploring Scotland's Wild Isles: Shetlands, Orkneys & Inner Hebrides","Fascinating area.  Local guides uniformly excellent. Seamus was superb.  Jim Wilson was his usual outstanding self. Emmet Clarken was terrific. Photographers both wonderful. Joe Holladay provided excellent, relevant geologic info. Great itinerary, wonderful crew. The expedition team was top-rate, as we experienced on our earlier trip to Antarctica. The scenery was breathtaking and we even had some sunshine. Theres no other way to see the isles and coast to the extent this trip covered, and the Orkneys and Shetlands were as spectacular as Id hoped. We loved our cabin and are surprised to hear that the ship is being retrofitted to take out some of the 700s. The Lindblad ship manager, Laura, was a complete pleasure to get to know, as well as her staff. Helpful and professional staff throughout, wonderful ship and food. I enjoyed all of the outings . The birding expert  really was great and found opportunities on all the walks for just catching sights or sounds of so many of them. I also enjoyed all the ancient Archeological sights.   Indeed, all the on board staff were really knowledgeable in their areas of expertise and though we didn't take advantage of all of them, they greatly enriched our experiences ashore.  Local guides were very good. Scenery, sites visited, staff and crew.",4.333333333333333
Exploring the Sea of Cortez: Sea Life and Desert Isles,"Almost everything: the ship, the crew, the food, the naturalists, and certainly the wildlife. great staff, great guests, great food, great adventures. The staff was amazing!  Kelly was wonderful with my 8 year old daughter Eden.  Eden was sad to say goodbye to her.  Captain Cook was awesome.  Of all of the Nat Geo cruises Ive been on, he was the friendliest and most approachable so willing to share about his experiences as a captain. Overall itinerary, ship, dining, embarkation and disembarkation, stewards and hotel operations, ship operations",4.5
"Fabled Lands of the North: Greenland, Baffin Island, Newfoundland & Labrador","Attention to the needs of each passenger Your staff and expedition crew are exceptional. There was never any hesitation to go the extra mile to meet any need or request. I liked seeing what Greenland, Nunavut and Labrador looked like.",3.3333333333333335
From Southern California to Baja: Sailing the Pacific Coast,"Everyone was treated with dignity and respect.  Has maintained a balance between adventure and safety. This trip has helped me expend my knowledge about the country and places we visited, about the animals that live there, things that grow there. I am inspired by the good service I have experienced. Expedition leader crafted a superb itinerary based on evolving conditions.  Naturalists were knowledgeable and friendly. Food was great, especially the desserts - kudos to the pastry chef. Housekeeping kept everything very clean and tidy.  Ship's crew efficient and polite - engineer BJ was a great speaker talking about the ship's operations.  The Venture looks great with its repainting. The team leader is excellent and cared about all of us.  The naturalist Kimberly is superb and knowledgeable.  Loved the stretch sessions with Allison.  All the staff: naturalist, Shauna, the pursers all were superb Liked the flexibility to go other places when the weather was not conducive to good experiences; massage/stretch sessions; friendly personnel, cleanliness Seeing all of the wildlife. The naturalists and other staff were wonderful. Their knowledge of what we saw was thorough and if one didn't know the answer, someone else did. A few of the staff had unbelievably deep backgrounds and they shared them freely. The food was great (but perhaps too tempting for my waistline) and the dining staff were delightful. The crew was nice.",4.142857142857143
